Rank,Team/User Name,School/Organization,Score
3140,"b45h","IIIT Lucknow",2660
3141,"glassjars","Riley High School",2660
3142,"SaraBadran","hesham",2660
3143,"TJ Team","Thomas Jefferson High School",2660
3144,"gammastudygroup","Southwest High School",2660
3145,"quote","atx2600",2660
3146,"ee23","N/A",2660
3147,"VanillaRice","University of Canberra",2660
3148,"Hamas","ftumj",2660
3149,"Yedidya team","No school",2660
3150,"vadsomhelst2","test",2660
3151,"tonys","aaaa",2660
3152,"dede2415","UMB BB",2660
3153,"ignition","Mountain View High School, Mountain View, CA",2660
3154,"JohnPwnJones_7","USNA",2660
3155,"Elites","Kelso High School",2650
3156,"Xertalion","KDU",2650
3157,"CSR","Jarvis CI",2650
3158,"papercuts","Temple City High School",2650
3159,"microworld","UCLA",2650
3160,"AppleHeap","Korea Digital Media High School",2635
3161,"Chadest","Gay place",2635
3162,"JackC","Example",2635
3163,"nxNine","Individual",2635
3164,"Ellen Fletcher Coders","Ellen Fletcher Middle School",2635
3165,"H@ckCh0p","Listowel District Secondary School",2635
3166,"Sir Egbert III","The Dalton School, NY, ny",2635
3167,"DlcsHrsTeam","Delcious Horse",2635
3168,"Key Punchers","Glades Middle School",2635
3169,"9HAK","HoodMe",2625
3170,"B-Emoji","Poolesville High School",2625
3171,"cyseason31","NSYSU",2625
3172,"Mweya","NUST",2625
3173,"CrossMender7","The Woodlands secondary school",2625
3174,"TacoShark","Thomas Jefferson High School, Pittsburgh, PA",2625
3175,"OurBabi","Mckinney High",2625
3176,"IC2","Western Governor's University",2610
3177,"soumuvy","UTokyo",2610
3178,"Heinzers","Carnegie Mellon University",2610
3179,"glacierkaze","n/a",2610
3180,"waitlisters","University of Texas at Austin",2610
3181,"anandt49","None",2610
3182,"w1nn5ch077","IIT Roorkee",2610
3183,"TheGoldenRule","UPNA",2610
3184,"Come To Fight","FAU",2610
3185,"ChalmersCTF-team","none",2610
3186,"allen0099","TamKung University",2610
3187,"nek","University of Florida",2610
3188,"delo","none",2610
3189,"TJZM","St. Dominic",2610
3190,"Knights of BIGHITS","Tri-County RVTHS",2610
3191,"royos_sec","Old Dominion University",2610
3192,"ANusbaum20","Blue Springs Highschool",2610
3193,"b01lers","Purdue",2610
3194,"B110-1","Thapar institute of engineering and technology",2610
3195,"aaaph","Piedmont Hills High School",2610
3196,"dkorennykh","Princeton High School",2610
3197,"gaudeon","No Affiliation",2610
3198,"2OddMHSCyber","Matoaca High School",2610
3199,"bbazuu","AGH",2610
3200,"gork","AAA CET",2610
3201,"FabioAggra","FCUP",2610
3202,"ChloeJLila","Governor Thomas Johnson High School",2610
3203,"Pcss Panthers","Pioneer Charter School of Science",2600
3204,"Squad","Golden valley High School",2600
3205,"E-Toolz","PSTU",2585
3206,"b2c","Montgomery Blair High School, Silver Spring, MD",2585
3207,"bluepill","UIT",2585
3208,"sobkawy","NTRA",2585
3209,"Molfer","Miejski",2585
3210,"dkudriavtsev","Gibson Ek High School, Issaquah, WA",2585
3211,"turtle","Clarkson ss",2585
3212,"byte me;","Thomas Jefferson High School, Jefferson Hills, PA",2575
3213,"ponywaffle","Golden Valley High School",2575
3214,"Danny DABino","Mira Mesa High School",2575
3215,"Hash Slinging Hackers 2","Cal Poly SLO",2560
3216,"0xaa55","Netanya college",2560
3217,"A_Cup","Kapolei High School",2560
3218,"Sanduuz","Free time",2560
3219,"Pdizl","Umuc",2560
3220,"yuyuyu","lac",2560
3221,"Communism","omaha south high school",2560
3222,"borisib","Pchmg",2560
3223,"danadeuitch","Huron Heights Secondary School, Newmarket ON",2560
3224,"tamablevirus","Panther Creek High School",2560
3225,"oiodj","NRNU MEPhI",2560
3226,"Dilemmarabbit_owo/","TKU",2560
3227,"8000","Virginia Tech, Blacksburg, VA",2550
3228,"xtxt","KDUUC",2550
3229,"cephalotron","MIT",2535
3230,"WilliM","University of Warwick",2535
3231,"jorb","PC Industries",2535
3232,"basyou3225","nec",2535
3233,"mranon","Home",2535
3234,"m201578","United States Naval Academy",2535
3235,"isnanm","GPI",2535
3236,"amichan","Perse",2525
3237,"Ver","SCUT",2525
3238,"kdifede","Mineola High School",2525
3239,"Milk Squad","Golden Valley",2525
3240,"Miko_carrot2.0","Clarkson SS",2525
3241,"NEOC_Hackerz4Life","NeoCity Academy",2525
3242,"constantineevseev","PSATI, Samara",2510
3243,"CodSec","STMIK Raharja",2510
3244,"ndimov","Millburn High School",2510
3245,"ambrown2000","Tennessee Tech",2510
3246,"Gorillas","Advanced Technologies Academy",2510
3247,"THESLAPCHOP","FGSC",2510
3248,"prophet","IIIT DELHI",2510
3249,"venedictov","none",2510
3250,"ykubota","Individual",2510
3251,"b01lers2","Purdue",2510
3252,"Meowmeow","NCTU",2510
3253,"IwasHere","Institut Informatique Appliquée",2510
3254,"lemihu2000","McKinney High School",2510
3255,"ahmedcafamol","Mansoura I",2510
3256,"yuki","PTIT",2510
3257,"WhatIsDNS","GMU",2510
3258,"wanhelmi95","UNIKL",2510
3259,"asdfasdf","N/A",2510
3260,"khg0005","SeoulTech",2510
3261,"McAtee's CS2","Twin Lakes High School",2510
3262,"CDCUI","University of Idaho",2510
3263,"klewin","Lorne Park S.S.",2510
3264,"Cracker Bois ","Countryside High School, Clearwater, FL",2510
3265,"Crocodile","CCIT",2510
3266,"anne","MPEI",2510
3267,"h4i.xref","Foo School",2510
3268,"theG3ntl3man","University of Central Florida",2510
3269,"drewtip76","Fallbrook Union High School",2510
3270,"SadNi88aH0ur","Universitas Negeri Semarang",2500
3271,"p̵̝̀t̷̟͘e̵͎͊r̴̞̀ă̸͇b̷̆ͅy̷̟̍t̶́ͅe̴̯͛","Bristol Plymouth Regional Tech. ",2500
3272,"aditigupta17","National Institute of Technology Karnataka",2500
3273,"mack127","Test",2500
3274,"bymiller","CCPT",2500
3275,"NolanC","Londonderry High School",2500
3276,"marvel4","Niles West High School",2500
3277,"ScreamingWookiee","AMC",2485
3278,"antnh6","university of waterloo",2485
3279,"Shh0ya","Cyb3r1",2485
3280,"rsms","Independent",2485
3281,"Sparky","Ansonia",2485
3282,"lukashku","SBU",2485
3283,"RMNP","Me Myself and I",2485
3284,"psych1","山东科技大学",2485
3285,"ThiccMainframe","Bollman Technical Education Center",2485
3286,"triblonde","Hun School",2485
3287,"jbooke","Hogwarts",2475
3288,"samulio","CMU",2475
3289,"Inept","Alton College",2475
3290,"Elkhoutsiders","Elkhorn Area High School",2475
3291,"The Code Throwers","Cedarburg High School",2475
3292,"TheCyberLadies","houston high school",2475
3293,"Null Terminators","Albemarle High School",2475
3294,"CATTTTs","John Polanyi CI",2475
3295,"Inconsistently Consistent","Mira Mesa High School",2475
3296,"Space Force","nunya",2460
3297,"Infosec Lions","Haktheplanet",2460
3298,"Python Snakes","Grimsby Secondary School",2460
3299,"blnk","CS School",2460
3300,"wild_stallions","Herriman High School",2460
3301,"Evan's Angels","UW-Madison",2460
3302,"WantedByMany","|\_____",2460
3303,"hedwig1","University of Hedwig",2460
3304,"Aardvarks","N/A",2460
3305,"skfull","Universidade Federal de Minas Gerais",2460
3306,"Obscure","Test,test",2460
3307,"Natsec","Paris 13",2460
3308,"Name","Homeschool",2460
3309,"Apollo19","Mineola High School",2460
3310,"rj01","NPTU",2460
3311,"reru","Renahe",2460
3312,"werc","ETS, Montreal",2460
3313,"4CC35S_D3N13D","Technical University of Moldova",2460
3314,"We Are 1v9","St. Andrew's College",2460
3315,"PieChart","Homestead High School",2460
3316,"guym0r","hoelshem",2460
3317,"EliteHaxors","Riverton High",2460
3318,"kennedyboys","john f. kennedy cedar rapids",2450
3319,"Spook","svcte",2450
3320,"Chuparosa","Verdugo Hills H.S.",2450
3321,"Cyberkings","Francis Polytechnic senior High School",2450
3322,"DannyLee","National ChengKung University",2450
3323,"STEMettes","Summit High School",2450
3324,"Sh3ll Tim3","Of shells",2450
3325,"4o4GG","YNU",2435
3326,"GalentGentlemans","CHS",2435
3327,"Razin's Children","T.H Rogers",2435
3328,"Darkness","Central Education Center",2435
3329,"Trump University Alumni ","Military",2435
3330,"tweirtx","Cedar Park High School",2435
3331,"Teamv2","Vista Ridge High School, Cedar Park, TX",2435
3332,"daivc","PTIT",2425
3333,"TweedleDee&TweedleDum","Carnegie Mellon University",2425
3334,"NotMaxBradshaw","Woodlands School",2425
3335,"HPHS","Highland Park High School",2425
3336,"Pxrxgon Cyber Security","Pxrxgon Cyber Security",2425
3337,"Da Hood","Grafton High School",2425
3338,"Islamichacker","BINA DARMA UNIVERSITY",2425
3339,"The Legendary 5","Matoaca High School",2425
3340,"ananthuc73","Am Cyber",2425
3341,"mrahul","Am Cyber",2425
3342,"ChinaH.L.B","hfut.cA",2425
3343,"NEUQRO","Northeastern University at Qinhuangdao",2410
3344,"ilovelamp","Lamps Inc",2410
3345,"DarkIlluminates","IIT Bombay",2410
3346,"CoderBroz","Edison High, Fresno, California",2410
3347,"skon","Developer",2410
3348,"kakuo","Tokyo Institute of Technology",2410
3349,"Glidermed","None",2410
3350,"vlindsay","Valencia College",2410
3351,"Jarrod","TPS",2410
3352,"DaCybarz","champlain college",2410
3353,"stevedel","None",2410
3354,"longlong","Long",2410
3355,"[Insert_Name_here]","USNA",2410
3356,"wadda7","QU university",2410
3357,"testingskills","Home",2410
3358,"Unkn0wn","Yeungnam University College",2410
3359,"sw4n","school",2400
3360,"SNBeast","Warwick High School, Lititz, PA",2400
3361,"magumu","PSA",2400
3362,"Tx0n","Ensibs",2400
3363,"Radical","zzzzz",2400
3364,"#keyboardkrackers","Trivalleycoderdojo",2400
3365,"SuperDust","Sir Winston Churchill",2400
3366,"Pobien","Redlands East Valley High School",2400
3367,"isometimedostuff","OsloMet",2385
3368,"NSYSUIDS","NSYSU",2385
3369,"warlord3112","Netobjex",2385
3370,"Andeton","Jesuina, Caruaru, Pe, Brasil",2385
3371,"NotDoingTooWell","The Dalton School",2385
3372,"nguyentanduc259@gmail.com","School",2385
3373,"AbdullSB","Jubail University College",2385
3374,"P3AR TR33","University of Edinburgh",2385
3375,"DunderMifflin","NA AN",2385
3376,"Team Go","Shakopee Highschool",2385
3377,"Xenos","Whatcom Community College",2385
3378,"ntoskernel","NDS, OKY",2385
3379,"Skinnylegends","Cklarkson Secondary School",2385
3380,"robloxiscool55","T.H. Rogers",2385
3381,"TeamExtreme","T.H. Rogers",2385
3382,"MDV hack 2k18","Meadowvale ss",2375
3383,"Art3mis","CRLS",2375
3384,"Feminism","The Dalton School",2375
3385,"Hobra666","FU Berlin",2375
3386,"hahahaha","shandongkejidaxue",2375
3387,"zukax","Cégep Saint-Jean-Sur-Richelieu",2375
3388,"Skyler","Southern Methodist University",2375
3389,"I'm Squidward","San Dimas High School, San Dimas",2375
3390,"Cougar Cats","Kennedy ",2375
3391,"PhoenixHackers","RRHS",2360
3392,"CoolTeam","Dos Pueblos High School",2360
3393,"VT23","Virginia Tech",2360
3394,"mj86","none",2360
3395,"hackerfu","Self",2360
3396,"Pejuang Wibu Unair","Universitas Airlangga",2360
3397,"Thicc Boys","ACTC",2360
3398,"mattr555","Rutgers University, New Brunswick, NJ",2360
3399,"f1sh2r","University of Khartoum",2360
3400,"cchiang","Montgomery College, Germantown, MD",2360
3401,"Binary Breakers","washington",2360
3402,"TheRockFish","Central High School, Springfield, MO",2360
3403,"hmmm1337","Los Angeles Mission College",2360
3404,"Collectively100IQ","Dr.Norman Bethune C.I.",2360
3405,"flavortown","Montclair State University",2360
3406,"Prateek","Iit roorkee",2360
3407,"The Leaping Potatoes","Midway ISD",2360
3408,"0landa5","Unknown",2360
3409,"dpdms264","school",2360
3410,"The Great Tomb of Nazarick","Creekside High School",2360
3411,"Saurus","NTI",2360
3412,"t33","SPbEF",2360
3413,"GuiVuittonTeam","New York University",2360
3414,"MCTI","MCTI, tannersville,PA ",2360
3415,"SlakLaxers","Magnificent Merritts",2360
3416,"aim123","Sir Winston Churchill ",2350
3417,"kockroach klan","Clarkson Secondary School",2350
3418,"hexatedjuice","juice",2335
3419,"jmx-team","Nagoya Institute Technology",2335
3420,"nosuke","Japan",2335
3421,"watctf","WAT",2335
3422,"奕星战队","AXHU",2335
3423,"dragondash98","Penn State University",2335
3424,"hbostann","Middle East Technical University",2335
3425,"H@cksl@sH","techno india salt lake",2335
3426,"MarsAttack","IES Carles Vallbona",2335
3427,"picoHAT","University of Washington, Tacoma, WA",2335
3428,"Maggie697","Willis",2335
3429,"TryHard101","KDU UC",2335
3430,"PeaceMaker","MITC",2335
3431,"gjgd","Security enthusiast",2325
3432,"bubor","None",2325
3433,"ToddSedor","ATC CyberSaints_",2325
3434,"trololol","Wolol Corp",2325
3435,"mykter","Thales",2325
3436,"M1h1ka","Fallon Middle school",2325
3437,"Youngthanael","Clear Springs High Schol",2325
3438,"Ronel","David Lontoc",2325
3439,"GodOfAkina","Greeneview High School",2310
3440,"pinksprinkles7","Chinguacousy Secondary School",2310
3441,"Buck50","Virginia Tech",2310
3442,"DailyUpdatesOnBettyWhite","West Side CTC",2310
3443,"snide","Snide Electric",2310
3444,"Corteso","UrFU",2310
3445,"gameow1124","National Taiwan University ",2310
3446,"NGKnights","New Glarus",2310
3447,"rowandish","Unibs",2310
3448,"Nisedo","Macdonalds",2310
3449,"sambey0","upes",2310
3450,"thegingerbreadman","USMA",2310
3451,"mambazze","School",2310
3452,"PostFinem","AAHS",2310
3453,"omegaBlue","Summit HS",2310
3454,"0n3_m4n_4rmy","Life's University",2310
3455,"alwaysOutTeam","Yeungnam University College",2310
3456,"noobz","Howest",2300
3457,"EthOfPaxile","Royal Military College",2300
3458,"LordCryozus","Union High School",2300
3459,"Hit The Yeet Fam","Sir Winston Churchill Secondary School",2300
3460,"COOLGUYSONLY","Murrieta Mesa High School",2300
3461,"IsaiahWhite08","Redlands East Valley Highschool",2300
3462,"MagnumOpus","MSHP",2285
3463,"RICE","Los Altos High School",2285
3464,"no-name","srm university",2285
3465,"AntonioHa","Wroclaw University of Technology",2285
3466,"Bufsenxanh_306ACTVN","Nguyễn Huệ School",2285
3467,"aaronseo","Cerritos High School",2285
3468,"aegate","University of Texas at Austin",2285
3469,"cdo2","Millersville University",2285
3470,"paterick11","WGU",2285
3471,"TeamName2","Kapolei High School",2285
3472,"Feliz","University of Sao Paulo",2285
3473,"qpa5002","Penn State",2285
3474,"D4RK_S1D3_t34m","AYE",2285
3475,"IIIIIIIIII","hanyang",2285
3476,"ricowang","University of Washington",2275
3477,"squeezemn","Riot games",2275
3478,"TC Navy","Tri-County RVTHS",2275
3479,"Pico-chu","Vandegrift High School, Austin TX",2275
3480,"omega12","University of Waterloo",2275
3481,"fortnutinthebutt","Suncoast ",2275
3482,"Magl","CCTT",2275
3483,"Jaden Balonkitas","Golden Valley High School",2275
3484,"NickyP","RBR",2275
3485,"Tempest","Niles West",2275
3486,"0ss","Cleveland HS",2260
3487,"eternalRed","school",2260
3488,"justQlearning","Warwick High School",2260
3489,"GWHT","GDUFS",2260
3490,"3xpl01t_me","KNUST",2260
3491,"thenibs","Old Scona Academic High School",2260
3492,"l33t_h4x0rs","Seneca Valley School district",2260
3493,"Mskachkov","Saint Andrews College",2260
3494,"rdsStudents","UTE",2260
3495,"lorenzo6595","PSHG",2260
3496,"accent","Meh",2260
3497,"VHHS","Transit Systems",2260
3498,"Papi Chulo","UC Santa Cruz",2260
3499,"nuga99","Universitas Indonesia",2260
3500,"chubbyUnicorn","unicorn union",2260
3501,"malloc","None",2260
3502,"Epuc","Home",2260
3503,"Team Flash","Creekside High School, St. Johns, Florida",2260
3504,"noone","Thapar Institute of Engineering and Technology",2260
3505,"Nightangle","T.H.Rogers, Houston, Texas",2260
3506,"justdoit","NTNU",2260
3507,"MicScreamMen","Valley View Junior High",2260
3508,"cbiswa","Jadavpur",2260
3509,"EAHS Underdogs","Elkhorn Area High School",2250
3510,"FlammingCrazys","Grafton Public High School",2250
3511,"emirau1","Niles West, IL",2250
3512,"armatorix","Opera Software AS",2235
3513,"SenpaiHackerz","Crescent Valley High School",2235
3514,"evolution","Rajiv Gandhi College of engineering",2235
3515,"grahamhaynie","Virginia Tech",2235
3516,"TALL BOIS","Newark Academy",2235
3517,"richard_roe","STIKOM Bali",2235
3518,"Nikhil","AMRITA",2235
3519,"CyberDogs","Blue Springs High School",2235
3520,"What_Does_It_Mean","The University of Texas at Austin",2235
3521,"IC3BERG","Chitkara Universtiy",2235
3522,"HendrixGT","Epitech",2235
3523,"Defiance","Central Education Center",2235
3524,"JV Team Two","Jean Vanier CSS",2235
3525,"TheGreenGoato","Fairview High School",2235
3526,"Fortnite Streamers","Kapolei High",2225
3527,"CoolBoys","Riverview",2225
3528,"jungjaey79","한양대학교",2225
3529,"TechNoLogic","Forsyth Central High School",2210
3530,"StealthyC","Self",2210
3531,"bl4ckh4ck5","kwaak",2210
3532,"KeepOn!","MVHS",2210
3533,"sablerime","BITS Pilani, Pilani",2210
3534,"erdy232","Bilkent University",2210
3535,"Finishing Chillers","Huron Hieghts Secondary School, Newmarket",2210
3536,"lucasSkyrunner","Naperville North High School, Naperville, IL",2210
3537,"Vanilla Oreo","A-Tech",2210
3538,"n0va@098","ASSAM ENGINEERING COLLEGE",2210
3539,"DCG","Rancho Cucamonga High School",2210
3540,"✋♐ ⍓□◆ ♍♋■ ⧫❒♋■⬧●♋⧫♏ ⧫♒♓⬧ ■♓♍♏📬","Twin Lakes",2210
3541,"WiGGLES","Just Here for Fun",2210
3542,"!Competitive","Self",2210
3543,"alexia6119","Walter Johnson",2210
3544,"Ranay","Singapore Polytechnic",2210
3545,"shannow","saad",2210
3546,"lukoktonos","MITRE",2210
3547,"ozymandias","Kingstown",2210
3548,"parryn2","University of Washington",2210
3549,"LHolmes","Thapar",2210
3550,"RayNW","CCIT",2210
3551,"kingg223","sdscsdjv",2210
3552,"8r00t","UMD",2210
3553,"jmchich","MBOY "ODINTSOVSKY LICEY №10"",2210
3554,"Bloodseeker03","BINUS UNIVERSITY",2210
3555,"File Corrupted","Central Campus, Des Moines, Iowa",2200
3556,"Siege Squadron","Holy Cross Secondary Catholic School",2200
3557,"Fedi","CCPT",2200
3558,"neko","High School North",2200
3559,"99040013","Golden Valley",2200
3560,"CIS_guys","iBEC Systems",2185
3561,"SnowSeal","moomin",2185
3562,"Rubikoid","RTU MIREA, Moscow",2185
3563,"piratesCTF404","Trinity College, University of Dublin",2185
3564,"Trooper356","Battlefield High School",2185
3565,"JAK","The Paideia School, Atlanta, GA",2185
3566,"ProProgrammer","Wilbraham and Monson Academy",2185
3567,"n0team","Unnamed",2185
3568,"_404_","Woodlands secondary school",2185
3569,"that_broken_stick","self",2185
3570,"Just Sergey","Ressun Lukio",2185
3571,"Bazenga","JKUAT",2185
3572,"darkspik3","NIL",2175
3573,"phjl","MIT",2175
